var1;var2;var3;var4;var5;var6;var7;var8;var9;var10;var11;var12;var13;var14;var15;var16;var17;var18;var19;var20;var21;var22;var23;Columna1
42;3;Santa Ana;Regular;Muy buena;Útil;Ninguna semana;Un poco;De 16 a 20 semanas;Bastante;Mejorar la cobertura de la internet.;Ninguna semana;Se cumplieron;Adecuarlos a cada leccion, respetando el programa. Hacerlo tal que sea MADE IN EL SALVADOR;Poco útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Promoví el uso de los sitios web (sites) de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Primer año de bachillerato;5;Muy buena;3;Los alumnos no tenian voluntad de trabajar, y cumplir con horario de visita a classroom youtube;Trabajé en hacerles consciencia de la importancia de seguir trabajando. Hicimos.bromas matemáticas....;
28;4;La Unión;Excelente;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 6 a 10 semanas;Bastante;Subir más video de los diferentes grados;De 6 a 10 semanas;Un poco;Son pocos los vídeos explicativos ;Útil;La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Cuarto grado;8;Muy buena;8;Diferencia los tipos de fracciones;Usar material lúdico y concreto ;
46;22;Morazán;Muy buena;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 11 a 15 semanas;Bastante;Que rubustezcan con mayor información ;De 11 a 15 semanas;Bastante;Continuar con esta metodología ;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Desarrollé sesiones  virtuales  con los estudiantes.;Segundo año de bachillerato;8;Muy buena;6;Por que se trataba de rigonometria y poco conocimiento tenian al respecto;Crear un tuturial;
42;17;San Salvador;Excelente;Excelente;Muy útil;De 11 a 15 semanas;Bastante;De 1 a 5 semanas;Se cumplieron;Ninguna en especifico , el libro es bien aceptado y pertinente con los aprendizajes, solo como una motivación mas;De 11 a 15 semanas;Se cumplieron;En lo personal me parecen muy acertados;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Desarrollé sesiones  virtuales  con los estudiantes.;Primer grado;10;Muy buena;6;Por que son nuevos conocimientos y al estar en casa es diferente la atención del niño;repasar en clase presencial para concretar los contenidos;
26;5;Santa Ana;Excelente;Excelente;Útil;De 6 a 10 semanas;Un poco;De 1 a 5 semanas;Un poco;No funcionan si la mayoría de estudiantes en ciertas escuelas, no cuentan con internet;De 1 a 5 semanas;Un poco;Debería haber un video por cada clase o página del libro de texto;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos.;Segundo año de bachillerato;7;Excelente;3;Es la unidad de cónicas, no dominan bien el álgebra y la geometría ;Hacer un video de cada clase de esa unidad con ejemplos ;
35;5;Morazán;Muy buena;Regular;Muy útil;De 6 a 10 semanas;Bastante;De 11 a 15 semanas;Se cumplieron;;Ninguna semana;Se cumplieron;;Útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Séptimo grado;7;Buena;7;7;1;
46;21;Cabañas;Muy buena;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;Están muy bien;De 16 a 20 semanas;Se cumplieron;Todo está muy bien;Muy útil;La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Segundo grado;Unidad 9;Muy buena;7;Por el dominio de las tablas;Aumentar la cantidad de estrategias que permitan aprender las tablas de forma lúdica y entretenida;
56;35;San Salvador;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;Que explicaran con más detalle los procesos de las operaciones.;De 6 a 10 semanas;Se cumplieron;;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos.;Quinto grado;11;Muy buena;10;Procesos muy largos de las operaciones.;Proporcionar más material para el desarrollo de esos contenidos.;
54;17;Cuscatlán;Muy buena;Excelente;Muy útil;De 16 a 20 semanas;Se superaron;De 16 a 20 semanas;Se superaron;Que las lecciones estén agrupadas por grados para ser más fácil la ubicación;De 16 a 20 semanas;Se superaron;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Primer año de bachillerato;8;Muy buena;7;por ser tema nuevo, el de números complejos;Creo que si la unidad hubiera sido en forma presencial hubieran entendido mejor. ;
48;26;Chalatenango;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Bastante;De 11 a 15 semanas;Bastante;Desarrollar el problema inicial pero dar más énfasis a los problemas que ellos deben resolver, demostrándoles el cálculo de uno o dos de ellos.;De 11 a 15 semanas;Bastante;Están bien desarrollados.;Útil;No tenía dispositivo para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Primer año de bachillerato;8;Muy buena;6;Complejidad en el manejo de identidades y cómo resolver ecuaciones trigonométricas ;Bajarle el nivel de dificultad a esa unidad.;
29;4;La Paz;Excelente;Excelente;Muy útil;De 11 a 15 semanas;Se superaron;De 11 a 15 semanas;Un poco;Incluir videos cortos que puedan ser desacargados por si el alumno no logra acceder a internet. El docente podrà descargarlos y enviarlos por guazap;De 11 a 15 semanas;Se superaron;Su duraciòn es extensa. ¿Habrà alguna manera de compartirlos para que se puedan visualizar por guazap y no por youtube. Ya que youtube consume mucho dato.? ;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé las teleclases de matemática.;Tercer grado;4;Excelente;0;0;0;
25;3;La Unión;Excelente;Excelente;Muy útil;De 6 a 10 semanas;Bastante;De 1 a 5 semanas;Un poco;Considero que los sitios estan diseñados excelentemente, la situación problemática esta en que no todos los niños tienen la oportunidad de acceder ya que no cuentan con los recursos como una computadora , un telefono, recargas y peor aún señal de internet.  ;Ninguna semana;Bastante;;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM);Tercer grado;Unidad 10 ;Muy buena;7;La mayoría presentó dificultades para encontrar la hora de inicio y final de un evento. ;Darle mayor tiempo en la explicación de este contenido en las teleclases. ;
29;2;San Salvador;Muy buena;Muy buena;Útil;De 1 a 5 semanas;Bastante;Ninguna semana;Bastante;;De 11 a 15 semanas;Bastante;;Útil;La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Noveno grado;8;Muy buena;7;Compleja por la geometría ;Necesitábamos las clases presenciales para superarlos. ;
48;21;La Paz;Muy buena;Excelente;Muy útil;De 16 a 20 semanas;Un poco;De 16 a 20 semanas;Se superaron;;Ninguna semana;Se superaron;;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Desarrollé sesiones  virtuales  con los estudiantes.;Segundo año de bachillerato;8;Excelente;3;No se podían concentrar por la pandemia;Asesoría personalizada vía wassapt;
55;21;Morazán;Excelente;Excelente;Muy útil;De 1 a 5 semanas;Un poco;De 1 a 5 semanas;Un poco;;De 6 a 10 semanas;Bastante;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Primer grado;8;Muy buena;5;Por que se confunden en la descomposicion  de un numero y al mismo tiempo realizar las operacion,  se pierden en el proceso.;La solucion seria las clases presenciales ;
56;35;Santa Ana;Muy buena;Muy buena;Muy útil;De 6 a 10 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;Sekeccionar los videos que cumplen con la metodologia esmate;De 11 a 15 semanas;Se cumplieron;Utilizar recursos multimedia;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE.;Octavo grado;7;Excelente;5;Por la resolucion de problemas;Ejercitar mas la resolucuon de problemas;
28;6;Cuscatlán;Muy buena;Excelente;Muy útil;De 6 a 10 semanas;Bastante;De 16 a 20 semanas;Se cumplieron;;De 16 a 20 semanas;Se cumplieron;Más ejemplos;Muy útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube.;Primer año de bachillerato;8;Muy buena;6;Se trata de desmostraciones ;Q se den como ejemplo las demostraciones y no se dejen de tarea;
